user	hotel
2998	19
2999	24
3000	1
3001	10
3002	38
3003	63
3004	62
3005	17
3006	43
3007	33
3008	52
3009	14
3010	41
3011	60
3012	42
3013	25
3014	4
3015	56
3016	20
3017	15
3018	8
3019	22
3020	52
3021	49
3022	62
3023	10
3024	46
3025	16
3026	42
3027	22
3028	23
3029	38
3030	52
3031	65
3032	33
3033	55
3034	61
3035	11
3036	27
3037	20
3038	54
3039	37
3040	16
3041	3
3042	30
3043	19
3044	4
3045	52
3046	43
3047	55
3048	64
3049	36
3050	42
3051	14
3052	29
3053	15
3054	64
3055	35
3056	19
3057	46
3058	66
3059	63
3060	24
3061	49
3062	45
3063	18
3064	54
3065	37
3066	42
3067	61
3068	41
3069	52
3070	3
3071	33
3072	8
3073	3
3074	39
3075	21
3076	32
3077	55
3078	43
3079	8
3080	12
3081	50
3082	54
3083	32
3084	54
3085	51
3086	17
3087	21
3088	25
3089	20
3090	35
3091	11
3092	43
3093	41
3094	11
3095	19
3096	6
3097	51
3098	60
3099	60
3100	37
3101	24
3102	13
3103	50
3104	8
3105	41
3106	1
3107	5
3108	38
3109	42
3110	8
3111	27
3112	61
3113	31
3114	5
3115	58
3116	60
3117	20
3118	50
3119	51
3120	12
3121	13
3122	30
3123	5
3124	55
3125	19
3126	37
3127	41
3128	18
3129	5
3130	5
3131	6
3132	43
3133	9
3134	21
3135	17
3136	38
3137	44
3138	47
3139	35
3140	17
3141	39
3142	20
3143	5
3144	13
3145	44
3146	2
3147	57
3148	21
3149	8
3150	4
3151	31
3152	9
3153	34
3154	37
3155	4
3156	41
3157	48
3158	48
3159	57
3160	37
3161	63
3162	22
3163	25
3164	25
3165	21
3166	51
3167	9
3168	43
3169	66
3170	47
3171	34
3172	54
3173	29
3174	22
3175	5
3176	52
3177	56
3178	24
3179	65
3180	31
3181	43
3182	28
3183	38
3184	48
3185	11
3186	54
3187	48
3188	44
3189	2
3190	63
3191	43
3192	12
3193	48
3194	42
3195	65
3196	61
3197	1
3198	1
3199	48
3200	60
3201	20
3202	41
3203	23
3204	57
3205	5
3206	15
3207	42
3208	52
3209	55
3210	9
3211	60
3212	28
3213	54
3214	12
3215	54
3216	22
3217	17
3218	42
3219	26
3220	51
3221	12
3222	43
3223	28
3224	32
3225	61
3226	54
3227	54
3228	22
3229	13
3230	22
3231	7
3232	40
3233	21
3234	55
3235	23
3236	43
3237	9
3238	65
3239	31
3240	33
3241	47
3242	18
3243	34
3244	63
3245	52
3246	55
3247	48
3248	45
3249	19
3250	5
3251	3
3252	16
3253	7
3254	46
3255	54
3256	47
3257	54
3258	18
3259	2
3260	4
3261	39
3262	32
3263	27
3264	41
3265	63
3266	19
3267	60
3268	38
3269	61
3270	31
3271	61
3272	34
3273	52
3274	36
3275	41
3276	38
3277	5
3278	8
3279	19
3280	55
3281	64
3282	49
3283	11
3284	61
3285	42
3286	38
3287	42
3288	48
3289	45
3290	47
3291	27
3292	46
3293	30
3294	36
3295	33
3296	13
3297	1
3298	57
3299	33
3300	46
3301	54
3302	17
3303	1
3304	61
3305	53
3306	7
3307	61
3308	1
3309	53
3310	7
3311	37
3312	62
3313	63
3314	3
3315	37
3316	37
3317	62
3318	42
3319	37
3320	17
3321	17
3322	54
3323	36
3324	15
3325	15
3326	27
3327	47
3328	11
3329	53
3330	21
3331	45
3332	63
3333	21
3334	37
3335	55
3336	53
3337	32
3338	4
3339	31
3340	34
3341	10
3342	19
3343	46
3344	7
3345	45
3346	57
3347	44
3348	16
3349	32
3350	64
3351	53
3352	34
3353	1
3354	39
3355	51
3356	37
3357	65
3358	61
3359	19
3360	22
3361	37
3362	46
3363	5
3364	40
3365	21
3366	7
3367	60
3368	19
3369	9
3370	47
3371	12
3372	33
3373	3
3374	44
3375	36
3376	38
3377	38
3378	42
3379	37
3380	20
3381	6
3382	60
3383	16
3384	17
3385	58
3386	38
3387	44
3388	18
3389	55
3390	52
3391	35
3392	62
3393	57
3394	30
3395	22
3396	2
3397	54
3398	61
3399	60
3400	61
3401	46
3402	15
3403	45
3404	56
3405	23
3406	49
3407	52
3408	50
3409	51
3410	18
3411	61
3412	62
3413	5
3414	59
3415	35
3416	33
3417	52
3418	51
3419	52
3420	12
3421	55
3422	36
3423	21
3424	31
3425	45
3426	52
3427	46
3428	17
3429	46
3430	16
3431	28
3432	42
3433	54
3434	16
3435	52
3436	15
3437	21
3438	23
3439	13
3440	18
3441	26
3442	17
3443	12
3444	49
3445	49
3446	59
3447	65
3448	12
3449	43
3450	1
3451	41
3452	11
3453	43
3454	46
3455	52
3456	16
3457	39
3458	11
3459	66
3460	8
3461	52
3462	62
3463	23
3464	29
3465	6
3466	58
3467	15
3468	59
3469	30
3470	41
3471	43
3472	3
3473	50
3474	53
3475	41
3476	24
3477	46
3478	2
3479	40
3480	47
3481	35
3482	59
3483	11
3484	11
3485	20
3486	5
3487	28
3488	64
3489	43
3490	39
3491	30
3492	5
3493	43
3494	40
3495	50
3496	33
3497	39
3498	8
3499	42
3500	37
3501	6
3502	15
3503	61
3504	4
3505	47
3506	37
3507	11
3508	50
3509	49
3510	57
3511	16
3512	28
3513	9
3514	16
3515	51
3516	52
3517	59
3518	49
3519	48
3520	53
3521	60
3522	9
3523	60
3524	59
3525	54
3526	19
3527	13
3528	63
3529	14
3530	30
3531	2
3532	62
3533	19
3534	35
3535	23
3536	41
3537	36
3538	16
3539	58
3540	3
3541	56
3542	5
3543	11
3544	32
3545	15
3546	32
3547	36
3548	25
3549	33
3550	57
3551	4
3552	54
3553	45
3554	62
3555	60
3556	63
3557	23
3558	61
3559	19
3560	39
3561	7
3562	43
3563	42
3564	44
3565	18
3566	26
3567	60
3568	57
3569	52
3570	8
3571	64
3572	18
3573	37
3574	55
3575	38
3576	49
3577	24
3578	7
3579	52
3580	34
3581	9
3582	36
3583	39
3584	43
3585	53
3586	44
3587	33
3588	33
3589	43
3590	65
3591	43
3592	51
3593	51
3594	16
3595	28
3596	60
3597	21
3598	28
3599	21
3600	55
3601	38
3602	55
3603	12
3604	15
3605	56
3606	38
3607	13
3608	24
3609	21
3610	4
3611	8
3612	63
3613	4
3614	24
3615	50
3616	58
3617	66
3618	20
3619	18
3620	22
3621	13
3622	48
3623	7
3624	25
3625	7
3626	63
3627	54
3628	17
3629	41
3630	52
3631	43
3632	17
3633	62
3634	4
3635	14
3636	60
3637	52
3638	62
3639	36
3640	18
3641	39
3642	33
3643	35
3644	42
3645	61
3646	11
3647	14
3648	31
3649	28
3650	11
3651	13
3652	16
3653	5
3654	32
3655	63
3656	44
3657	48
3658	38
3659	25
3660	29
3661	52
3662	11
3663	15
3664	65
3665	54
3666	14
3667	60
3668	11
3669	47
3670	63
3671	25
3672	65
3673	21
3674	46
3675	1
3676	53
3677	64
3678	22
3679	36
3680	49
3681	35
3682	37
3683	34
3684	61
3685	17
3686	25
3687	35
3688	49
3689	31
3690	53
3691	40
3692	56
3693	54
3694	51
3695	57
3696	18
3697	18
3698	39
3699	58
3700	27
3701	30
3702	64
3703	34
3704	8
3705	12
3706	52
3707	46
3708	6
3709	58
3710	37
3711	39
3712	15
3713	53
3714	24
3715	49
3716	43
3717	49
3718	5
3719	49
3720	61
3721	16
3722	22
3723	56
3724	32
3725	51
3726	3
3727	33
3728	15
3729	41
3730	30
3731	28
3732	51
3733	28
3734	25
3735	4
3736	64
3737	6
3738	34
3739	31
3740	5
3741	65
3742	44
3743	3
3744	15
3745	60
3746	41
3747	49
3748	3
3749	24
3750	22
3751	43
3752	16
3753	6
3754	49
3755	11
3756	36
3757	20
3758	56
3759	30
3760	39
3761	57
3762	34
3763	48
3764	65
3765	23
3766	61
3767	58
3768	42
3769	45
3770	55
3771	60
3772	63
3773	50
3774	2
3775	51
3776	15
3777	52
3778	14
3779	47
3780	34
3781	2
3782	40
3783	7
3784	17
3785	36
3786	64
3787	13
3788	13
3789	18
3790	53
3791	17
3792	66
3793	62
3794	61
3795	51
3796	10
3797	11
3798	36
3799	36
3800	3
3801	51
3802	9
3803	19
3804	43
3805	66
3806	52
3807	22
3808	18
3809	52
3810	29
3811	4
3812	23
3813	27
3814	60
3815	21
3816	27
3817	48
3818	52
3819	39
3820	34
3821	5
3822	35
3823	42
3824	61
3825	19
3826	56
3827	25
3828	61
3829	48
3830	29
3831	35
3832	29
3833	5
3834	30
3835	5
3836	56
3837	63
3838	62
3839	53
3840	7
3841	23
3842	43
3843	31
3844	34
3845	18
3846	49
3847	7
3848	66
3849	54
3850	32
3851	18
3852	2
3853	38
3854	38
3855	18
3856	5
3857	38
3858	64
3859	6
3860	55
3861	12
3862	28
3863	18
3864	63
3865	3
3866	20
3867	7
3868	2
3869	61
3870	52
3871	26
3872	33
3873	52
3874	50
3875	28
3876	54
3877	33
3878	13
3879	27
3880	64
3881	31
3882	7
3883	44
3884	3
3885	56
3886	9
3887	46
3888	1
3889	43
3890	31
3891	21
3892	9
3893	19
3894	49
3895	49
3896	22
3897	13
3898	59
3899	47
3900	17
3901	19
3902	43
3903	29
3904	43
3905	14
3906	18
3907	34
3908	32
3909	15
3910	17
3911	44
3912	34
3913	29
3914	33
3915	17
3916	22
3917	7
3918	20
3919	54
3920	40
3921	63
3922	12
3923	3
3924	11
3925	19
3926	23
3927	66
3928	26
3929	48
3930	61
3931	48
3932	52
3933	8
3934	11
3935	33
3936	2
3937	57
3938	3
3939	37
3940	38
3941	4
3942	30
3943	47
3944	34
3945	17
3946	29
3947	32
3948	66
3949	11
3950	59
3951	54
3952	18
3953	52
3954	48
3955	60
3956	2
3957	37
3958	34
3959	49
3960	44
3961	14
3962	51
3963	30
3964	7
3965	11
3966	43
3967	50
3968	9
3969	7
3970	10
3971	36
3972	20
3973	4
3974	30
3975	31
3976	46
3977	24
3978	26
3979	22
3980	63
3981	66
3982	24
3983	55
3984	9
3985	26
3986	61
3987	48
3988	19
3989	36
3990	64
3991	58
3992	34
3993	37
3994	16
3995	22
3996	51
3997	65
3998	57
3999	42
4000	1
4001	8
4002	25
4003	50
4004	60
4005	20
4006	47
4007	18
4008	9
4009	54
4010	17
4011	51
4012	54
4013	31
4014	20
4015	31
4016	49
4017	21
4018	4
4019	15
4020	17
4021	63
4022	49
4023	16
4024	25
4025	18
4026	44
4027	65
4028	45
4029	42
4030	22
4031	56
4032	7
4033	40
4034	60
4035	38
4036	19
4037	7
4038	40
4039	26
4040	64
4041	5
4042	9
4043	1
4044	66
4045	4
4046	14
4047	42
4048	13
4049	3
4050	61
4051	16
4052	28
4053	31
4054	8
4055	34
4056	12
4057	34
4058	46
4059	55
4060	13
4061	35
4062	29
4063	29
4064	8
4065	16
4066	27
4067	13
4068	64
4069	38
4070	39
4071	25
4072	38
4073	38
4074	62
4075	41
4076	15
4077	39
4078	45
4079	15
4080	50
4081	59
4082	38
4083	43
4084	54
4085	42
4086	62
4087	16
4088	61
4089	26
4090	46
4091	32
4092	14
4093	27
4094	6
4095	56
4096	5
4097	48
4098	34
4099	34
4100	54
4101	36
4102	45
4103	13
4104	48
4105	16
4106	52
4107	48
4108	34
4109	65
4110	12
4111	7
4112	7
4113	22
4114	17
4115	37
4116	13
4117	50
4118	40
4119	39
4120	41
4121	61
4122	63
4123	50
4124	3
4125	4
4126	25
4127	17
4128	19
4129	37
4130	12
4131	58
4132	9
4133	1
4134	46
4135	53
4136	46
4137	6
4138	45
4139	8
4140	1
4141	62
4142	35
4143	25
4144	22
4145	3
4146	55
4147	45
4148	35
4149	26
4150	13
4151	31
4152	58
4153	35
4154	41
4155	61
4156	38
4157	11
4158	42
4159	41
4160	43
4161	42
4162	45
4163	57
4164	2
4165	15
4166	46
4167	22
4168	36
4169	60
4170	54
4171	57
4172	10
4173	19
4174	33
4175	11
4176	66
4177	9
4178	66
4179	5
4180	51
4181	24
4182	52
4183	62
4184	37
4185	22
4186	47
4187	63
4188	64
4189	4
4190	43
4191	7
4192	11
4193	48
4194	61
4195	30
4196	61
4197	28
4198	54
4199	1
4200	41
4201	1
4202	25
4203	24
4204	54
4205	7
4206	37
4207	41
4208	5
4209	56
4210	60
4211	19
4212	49
4213	36
4214	50
4215	32
4216	20
4217	56
4218	57
4219	61
4220	32
4221	21
4222	33
4223	31
4224	59
4225	28
4226	3
4227	17
4228	26
4229	66
4230	44
4231	3
4232	25
4233	20
4234	1
4235	43
4236	57
4237	3
4238	36
4239	33
4240	64
4241	18
4242	52
4243	29
4244	9
4245	16
4246	1
4247	60
4248	17
4249	4
4250	17
4251	14
4252	65
4253	59
4254	37
4255	7
4256	27
4257	54
4258	17
4259	22
4260	21
4261	13
4262	51
4263	52
4264	15
4265	57
4266	3
4267	1
4268	18
4269	43
4270	22
4271	27
4272	46
4273	21
4274	66
4275	38
4276	6
4277	22
4278	27
4279	36
4280	36
4281	27
4282	40
4283	63
4284	16
4285	50
4286	5
4287	46
4288	36
4289	41
4290	27
4291	63
4292	63
4293	54
4294	61
4295	58
4296	3
4297	36
4298	53
4299	2
4300	2
4301	48
4302	37
4303	25
4304	52
4305	39
4306	38
4307	16
4308	15
4309	3
4310	3
4311	21
4312	3
4313	45
4314	41
4315	37
4316	61
4317	34
4318	61
4319	16
4320	41
4321	61
4322	41
4323	64
4324	56
4325	31
4326	63
4327	16
4328	32
4329	46
4330	23
4331	1
4332	6
4333	1
4334	54
4335	34
4336	32
4337	53
4338	54
4339	51
4340	54
4341	27
4342	7
4343	32
4344	64
4345	12
4346	19
4347	50
4348	50
4349	38
4350	42
4351	48
4352	24
4353	11
4354	12
4355	41
4356	12
4357	62
4358	39
4359	12
4360	23
4361	6
4362	2
4363	1
4364	25
4365	40
4366	60
4367	49
4368	35
4369	59
4370	43
4371	59
4372	13
4373	54
4374	63
4375	43
4376	48
4377	46
4378	60
4379	27
4380	3
4381	10
4382	31
4383	30
4384	5
4385	13
4386	56
4387	25
4388	28
4389	31
4390	66
4391	31
4392	19
4393	23
4394	23
4395	36
4396	30
4397	30
4398	51
4399	7
4400	27
4401	16
4402	35
4403	44
4404	20
4405	40
4406	52
4407	31
4408	20
4409	13
4410	48
4411	57
4412	65
4413	54
4414	3
4415	38
4416	60
4417	63
4418	31
4419	7
4420	66
4421	37
4422	7
4423	33
4424	23
4425	4
4426	9
4427	58
4428	17
4429	45
4430	42
4431	23
4432	20
4433	48
4434	48
4435	18
4436	10
4437	4
4438	40
4439	62
4440	50
4441	46
4442	49
4443	61
4444	3
4445	32
4446	57
4447	14
4448	34
4449	42
4450	14
4451	9
4452	4
4453	53
4454	22
4455	4
4456	17
4457	16
4458	10
4459	27
4460	61
4461	66
4462	7
4463	46
4464	48
4465	44
4466	23
4467	12
4468	19
4469	34
4470	54
4471	31
4472	22
4473	47
4474	26
4475	28
4476	61
4477	10
4478	22
4479	51
4480	52
4481	18
4482	7
4483	63
4484	41
4485	21
4486	59
4487	44
4488	43
4489	46
4490	21
4491	50
4492	28
4493	1
4494	64
4495	59
4496	26
4497	33
4498	18
4499	54
4500	16
4501	32
4502	7
4503	30
4504	35
4505	46
4506	65
4507	43
4508	44
4509	21
4510	40
4511	11
4512	17
4513	21
4514	19
4515	46
4516	48
4517	5
4518	41
4519	3
4520	34
4521	54
4522	38
4523	15
4524	53
4525	38
4526	49
4527	54
4528	16
4529	35
4530	23
4531	17
4532	52
4533	20
4534	5
4535	39
4536	43
4537	62
4538	61
4539	16
4540	43
4541	46
4542	44
4543	14
4544	64
