user	hotel
2998	60
2999	28
3000	39
3001	56
3002	17
3003	60
3004	39
3005	6
3006	17
3007	26
3008	66
3009	34
3010	4
3011	11
3012	60
3013	60
3014	14
3015	56
3016	56
3017	37
3018	45
3019	60
3020	17
3021	3
3022	66
3023	60
3024	26
3025	56
3026	43
3027	60
3028	41
3029	41
3030	52
3031	4
3032	37
3033	52
3034	18
3035	26
3036	7
3037	1
3038	66
3039	56
3040	37
3041	56
3042	39
3043	26
3044	66
3045	63
3046	56
3047	60
3048	60
3049	7
3050	13
3051	17
3052	41
3053	39
3054	56
3055	61
3056	18
3057	17
3058	60
3059	39
3060	37
3061	39
3062	56
3063	56
3064	37
3065	63
3066	60
3067	60
3068	63
3069	55
3070	17
3071	6
3072	10
3073	56
3074	2
3075	56
3076	39
3077	66
3078	60
3079	46
3080	56
3081	26
3082	7
3083	56
3084	37
3085	55
3086	6
3087	56
3088	17
3089	66
3090	59
3091	3
3092	11
3093	39
3094	14
3095	56
3096	46
3097	37
3098	46
3099	37
3100	26
3101	32
3102	56
3103	14
3104	46
3105	3
3106	55
3107	38
3108	53
3109	17
3110	46
3111	60
3112	6
3113	26
3114	37
3115	26
3116	37
3117	53
3118	28
3119	7
3120	39
3121	7
3122	15
3123	60
3124	26
3125	14
3126	26
3127	60
3128	18
3129	60
3130	56
3131	47
3132	43
3133	32
3134	6
3135	49
3136	37
3137	61
3138	17
3139	56
3140	41
3141	26
3142	17
3143	56
3144	7
3145	39
3146	11
3147	17
3148	41
3149	17
3150	37
3151	17
3152	56
3153	6
3154	60
3155	60
3156	55
3157	38
3158	17
3159	18
3160	60
3161	60
3162	60
3163	60
3164	12
3165	37
3166	61
3167	60
3168	45
3169	37
3170	55
3171	56
3172	56
3173	47
3174	48
3175	46
3176	17
3177	56
3178	57
3179	18
3180	56
3181	49
3182	17
3183	56
3184	18
3185	47
3186	7
3187	49
3188	37
3189	4
3190	15
3191	11
3192	18
3193	60
3194	13
3195	3
3196	19
3197	3
3198	3
3199	26
3200	23
3201	13
3202	17
3203	63
3204	60
3205	43
3206	41
3207	63
3208	62
3209	60
3210	56
3211	63
3212	56
3213	66
3214	60
3215	37
3216	49
3217	49
3218	49
3219	39
3220	17
3221	53
3222	52
3223	46
3224	39
3225	51
3226	56
3227	60
3228	21
3229	26
3230	60
3231	49
3232	26
3233	60
3234	3
3235	46
3236	48
3237	28
3238	37
3239	60
3240	43
3241	17
3242	47
3243	39
3244	47
3245	39
3246	39
3247	60
3248	2
3249	6
3250	18
3251	39
3252	60
3253	63
3254	37
3255	49
3256	26
3257	56
3258	56
3259	18
3260	28
3261	6
3262	55
3263	56
3264	66
3265	17
3266	41
3267	63
3268	26
3269	7
3270	56
3271	26
3272	26
3273	60
3274	39
3275	11
3276	17
3277	26
3278	53
3279	66
3280	17
3281	56
3282	17
3283	56
3284	4
3285	26
3286	3
3287	37
3288	3
3289	6
3290	39
3291	17
3292	56
3293	39
3294	46
3295	61
3296	49
3297	26
3298	60
3299	37
3300	26
3301	37
3302	2
3303	18
3304	66
3305	17
3306	60
3307	17
3308	6
3309	2
3310	56
3311	26
3312	26
3313	17
3314	39
3315	60
3316	43
3317	10
3318	6
3319	60
3320	59
3321	45
3322	37
3323	43
3324	66
3325	13
3326	53
3327	49
3328	6
3329	63
3330	60
3331	60
3332	56
3333	21
3334	26
3335	63
3336	12
3337	35
3338	66
3339	60
3340	17
3341	17
3342	56
3343	52
3344	37
3345	66
3346	3
3347	61
3348	39
3349	41
3350	60
3351	5
3352	17
3353	34
3354	2
3355	37
3356	66
3357	66
3358	56
3359	66
3360	59
3361	63
3362	14
3363	60
3364	6
3365	60
3366	56
3367	60
3368	26
3369	49
3370	13
3371	60
3372	56
3373	56
3374	49
3375	39
3376	60
3377	55
3378	17
3379	56
3380	2
3381	3
3382	17
3383	17
3384	17
3385	6
3386	43
3387	6
3388	66
3389	61
3390	17
3391	66
3392	41
3393	60
3394	56
3395	47
3396	56
3397	63
3398	60
3399	26
3400	56
3401	14
3402	6
3403	49
3404	6
3405	55
3406	4
3407	41
3408	37
3409	39
3410	52
3411	6
3412	63
3413	52
3414	39
3415	21
3416	46
3417	37
3418	37
3419	60
3420	17
3421	37
3422	11
3423	21
3424	55
3425	4
3426	39
3427	41
3428	11
3429	39
3430	37
3431	43
3432	43
3433	17
3434	61
3435	52
3436	60
3437	49
3438	4
3439	2
3440	17
3441	39
3442	53
3443	37
3444	17
3445	18
3446	53
3447	39
3448	56
3449	60
3450	56
3451	47
3452	6
3453	18
3454	38
3455	66
3456	6
3457	25
3458	4
3459	4
3460	63
3461	10
3462	37
3463	39
3464	56
3465	10
3466	4
3467	59
3468	15
3469	56
3470	57
3471	60
3472	60
3473	37
3474	39
3475	56
3476	60
3477	56
3478	39
3479	66
3480	63
3481	28
3482	3
3483	7
3484	18
3485	63
3486	46
3487	39
3488	60
3489	46
3490	23
3491	7
3492	15
3493	66
3494	37
3495	60
3496	11
3497	7
3498	39
3499	61
3500	60
3501	17
3502	56
3503	62
3504	60
3505	14
3506	60
3507	37
3508	18
3509	56
3510	17
3511	38
3512	18
3513	39
3514	66
3515	49
3516	56
3517	37
3518	60
3519	37
3520	37
3521	55
3522	3
3523	60
3524	60
3525	56
3526	26
3527	56
3528	56
3529	37
3530	66
3531	59
3532	26
3533	56
3534	13
3535	39
3536	46
3537	15
3538	46
3539	39
3540	37
3541	56
3542	49
3543	18
3544	26
3545	6
3546	37
3547	56
3548	6
3549	34
3550	7
3551	49
3552	17
3553	60
3554	39
3555	2
3556	56
3557	37
3558	60
3559	53
3560	39
3561	56
3562	18
3563	60
3564	7
3565	38
3566	17
3567	61
3568	37
3569	63
3570	17
3571	37
3572	56
3573	60
3574	17
3575	56
3576	60
3577	49
3578	15
3579	60
3580	14
3581	39
3582	45
3583	49
3584	56
3585	60
3586	17
3587	26
3588	39
3589	37
3590	39
3591	26
3592	37
3593	26
3594	56
3595	49
3596	26
3597	15
3598	59
3599	59
3600	37
3601	63
3602	6
3603	6
3604	17
3605	7
3606	20
3607	60
3608	60
3609	56
3610	47
3611	39
3612	37
3613	7
3614	37
3615	66
3616	46
3617	60
3618	7
3619	60
3620	17
3621	60
3622	17
3623	37
3624	41
3625	60
3626	63
3627	4
3628	3
3629	49
3630	17
3631	60
3632	56
3633	37
3634	17
3635	37
3636	3
3637	26
3638	18
3639	66
3640	39
3641	53
3642	60
3643	60
3644	6
3645	17
3646	4
3647	26
3648	17
3649	56
3650	6
3651	60
3652	43
3653	41
3654	14
3655	56
3656	13
3657	24
3658	17
3659	60
3660	6
3661	63
3662	47
3663	61
3664	61
3665	66
3666	60
3667	62
3668	10
3669	56
3670	49
3671	6
3672	33
3673	60
3674	7
3675	47
3676	39
3677	56
3678	20
3679	60
3680	18
3681	37
3682	37
3683	62
3684	56
3685	18
3686	60
3687	26
3688	56
3689	66
3690	59
3691	60
3692	46
3693	60
3694	7
3695	6
3696	39
3697	39
3698	3
3699	37
3700	56
3701	39
3702	56
3703	56
3704	18
3705	56
3706	60
3707	6
3708	56
3709	10
3710	60
3711	6
3712	62
3713	18
3714	53
3715	60
3716	66
3717	57
3718	56
3719	41
3720	11
3721	26
3722	7
3723	18
3724	7
3725	37
3726	56
3727	49
3728	39
3729	39
3730	66
3731	63
3732	60
3733	37
3734	41
3735	15
3736	17
3737	6
3738	60
3739	60
3740	56
3741	3
3742	60
3743	39
3744	14
3745	37
3746	6
3747	56
3748	17
3749	4
3750	2
3751	60
3752	38
3753	21
3754	60
3755	52
3756	66
3757	6
3758	60
3759	13
3760	2
3761	3
3762	60
3763	49
3764	24
3765	3
3766	60
3767	18
3768	7
3769	15
3770	15
3771	37
3772	17
3773	39
3774	17
3775	41
3776	6
3777	56
3778	24
3779	65
3780	60
3781	10
3782	66
3783	49
3784	2
3785	26
3786	56
3787	25
3788	66
3789	60
3790	7
3791	37
3792	37
3793	60
3794	37
3795	60
3796	55
3797	3
3798	17
3799	60
3800	25
3801	41
3802	17
3803	39
3804	60
3805	4
3806	46
3807	43
3808	26
3809	52
3810	47
3811	7
3812	60
3813	17
3814	3
3815	3
3816	66
3817	56
3818	7
3819	56
3820	66
3821	15
3822	56
3823	61
3824	55
3825	39
3826	7
3827	24
3828	56
3829	39
3830	62
3831	64
3832	66
3833	60
3834	41
3835	7
3836	46
3837	39
3838	39
3839	6
3840	41
3841	7
3842	52
3843	60
3844	37
3845	56
3846	56
3847	37
3848	41
3849	43
3850	46
3851	39
3852	39
3853	56
3854	56
3855	39
3856	56
3857	17
3858	7
3859	60
3860	37
3861	16
3862	6
3863	38
3864	15
3865	49
3866	3
3867	61
3868	37
3869	66
3870	26
3871	66
3872	17
3873	17
3874	2
3875	66
3876	56
3877	39
3878	26
3879	60
3880	17
3881	6
3882	37
3883	45
3884	60
3885	13
3886	26
3887	37
3888	37
3889	26
3890	60
3891	61
3892	51
3893	60
3894	63
3895	39
3896	46
3897	18
3898	41
3899	60
3900	26
3901	60
3902	26
3903	17
3904	64
3905	18
3906	17
3907	60
3908	60
3909	17
3910	13
3911	18
3912	12
3913	39
3914	56
3915	60
3916	57
3917	7
3918	66
3919	56
3920	6
3921	18
3922	57
3923	26
3924	2
3925	26
3926	60
3927	13
3928	55
3929	56
3930	56
3931	52
3932	60
3933	56
3934	29
3935	39
3936	49
3937	41
3938	60
3939	41
3940	26
3941	6
3942	17
3943	17
3944	22
3945	56
3946	17
3947	4
3948	60
3949	39
3950	60
3951	47
3952	60
3953	56
3954	10
3955	55
3956	6
3957	17
3958	56
3959	2
3960	26
3961	56
3962	15
3963	37
3964	59
3965	37
3966	37
3967	49
3968	46
3969	46
3970	17
3971	17
3972	17
3973	12
3974	66
3975	66
3976	64
3977	39
3978	37
3979	37
3980	60
3981	17
3982	14
3983	13
3984	13
3985	52
3986	64
3987	38
3988	66
3989	53
3990	56
3991	30
3992	18
3993	13
3994	66
3995	39
3996	37
3997	13
3998	55
3999	63
4000	3
4001	60
4002	53
4003	60
4004	57
4005	60
4006	34
4007	63
4008	60
4009	40
4010	41
4011	60
4012	14
4013	60
4014	14
4015	55
4016	61
4017	60
4018	41
4019	46
4020	37
4021	39
4022	7
4023	56
4024	46
4025	26
4026	60
4027	60
4028	66
4029	37
4030	57
4031	59
4032	57
4033	46
4034	63
4035	61
4036	17
4037	56
4038	26
4039	60
4040	3
4041	7
4042	39
4043	37
4044	49
4045	37
4046	10
4047	60
4048	39
4049	12
4050	26
4051	52
4052	3
4053	21
4054	49
4055	17
4056	56
4057	41
4058	15
4059	39
4060	28
4061	17
4062	14
4063	18
4064	66
4065	17
4066	3
4067	26
4068	56
4069	66
4070	1
4071	56
4072	60
4073	56
4074	60
4075	17
4076	60
4077	37
4078	17
4079	24
4080	39
4081	55
4082	41
4083	39
4084	17
4085	61
4086	18
4087	56
4088	18
4089	66
4090	56
4091	56
4092	56
4093	18
4094	11
4095	56
4096	41
4097	49
4098	39
4099	56
4100	60
4101	60
4102	56
4103	56
4104	56
4105	38
4106	17
4107	6
4108	52
4109	56
4110	6
4111	60
4112	38
4113	56
4114	56
4115	7
4116	26
4117	2
4118	12
4119	63
4120	66
4121	60
4122	49
4123	28
4124	39
4125	60
4126	60
4127	28
4128	61
4129	55
4130	60
4131	37
4132	26
4133	59
4134	7
4135	60
4136	60
4137	66
4138	18
4139	37
4140	21
4141	60
4142	56
4143	63
4144	56
4145	49
4146	3
4147	7
4148	52
4149	34
4150	47
4151	39
4152	18
4153	52
4154	41
4155	43
4156	59
4157	26
4158	17
4159	41
4160	46
4161	38
4162	66
4163	64
4164	28
4165	10
4166	60
4167	60
4168	56
4169	55
4170	60
4171	18
4172	62
4173	6
4174	10
4175	59
4176	60
4177	56
4178	13
4179	59
4180	49
4181	7
4182	66
4183	17
4184	60
4185	60
4186	57
4187	26
4188	60
4189	60
4190	3
4191	2
4192	66
4193	39
4194	7
4195	14
4196	60
4197	56
4198	60
4199	55
4200	37
4201	56
4202	26
4203	17
4204	60
4205	26
4206	3
4207	60
4208	17
4209	37
4210	2
4211	2
4212	37
4213	49
4214	55
4215	60
4216	26
4217	47
4218	18
4219	7
4220	46
4221	14
4222	17
4223	60
4224	39
4225	24
4226	60
4227	60
4228	7
4229	37
4230	56
4231	56
4232	53
4233	28
4234	39
4235	60
4236	39
4237	3
4238	26
4239	17
4240	56
4241	13
4242	56
4243	55
4244	56
4245	56
4246	45
4247	41
4248	60
4249	26
4250	60
4251	39
4252	14
4253	7
4254	37
4255	26
4256	43
4257	13
4258	37
4259	17
4260	26
4261	36
4262	60
4263	52
4264	60
4265	60
4266	39
4267	63
4268	64
4269	38
4270	37
4271	39
4272	56
4273	37
4274	37
4275	39
4276	3
4277	47
4278	63
4279	41
4280	66
4281	60
4282	41
4283	63
4284	37
4285	55
4286	6
4287	47
4288	60
4289	52
4290	3
4291	14
4292	36
4293	45
4294	48
4295	49
4296	66
4297	7
4298	47
4299	37
4300	39
4301	37
4302	37
4303	60
4304	26
4305	18
4306	43
4307	12
4308	56
4309	56
4310	21
4311	47
4312	28
4313	17
4314	6
4315	55
4316	38
4317	37
4318	24
4319	55
4320	57
4321	66
4322	56
4323	60
4324	17
4325	56
4326	4
4327	39
4328	60
4329	49
4330	26
4331	39
4332	36
4333	25
4334	66
4335	27
4336	39
4337	47
4338	66
4339	17
4340	6
4341	56
4342	6
4343	56
4344	56
4345	15
4346	49
4347	60
4348	60
4349	56
4350	39
4351	3
4352	60
4353	60
4354	6
4355	37
4356	6
4357	26
4358	60
4359	60
4360	37
4361	6
4362	6
4363	17
4364	37
4365	18
4366	39
4367	37
4368	63
4369	24
4370	15
4371	3
4372	39
4373	47
4374	56
4375	24
4376	16
4377	56
4378	17
4379	60
4380	3
4381	2
4382	46
4383	26
4384	26
4385	41
4386	3
4387	39
4388	37
4389	56
4390	10
4391	13
4392	63
4393	49
4394	60
4395	3
4396	26
4397	37
4398	60
4399	56
4400	57
4401	56
4402	60
4403	2
4404	11
4405	6
4406	59
4407	46
4408	60
4409	3
4410	59
4411	36
4412	41
4413	60
4414	61
4415	49
4416	26
4417	60
4418	60
4419	52
4420	66
4421	37
4422	52
4423	59
4424	14
4425	24
4426	56
4427	56
4428	63
4429	37
4430	60
4431	39
4432	39
4433	26
4434	56
4435	39
4436	17
4437	41
4438	37
4439	47
4440	17
4441	60
4442	56
4443	15
4444	56
4445	3
4446	6
4447	66
4448	24
4449	47
4450	64
4451	53
4452	6
4453	4
4454	39
4455	53
4456	49
4457	62
4458	37
4459	56
4460	56
4461	39
4462	20
4463	52
4464	60
4465	37
4466	56
4467	60
4468	56
4469	2
4470	37
4471	8
4472	45
4473	60
4474	39
4475	56
4476	56
4477	6
4478	6
4479	45
4480	64
4481	55
4482	8
4483	41
4484	16
4485	60
4486	37
4487	43
4488	39
4489	56
4490	47
4491	13
4492	57
4493	61
4494	7
4495	62
4496	66
4497	60
4498	60
4499	66
4500	17
4501	56
4502	13
4503	39
4504	17
4505	17
4506	52
4507	17
4508	56
4509	4
4510	10
4511	6
4512	60
4513	10
4514	37
4515	63
4516	60
4517	17
4518	24
4519	56
4520	60
4521	60
4522	56
4523	60
4524	26
4525	60
4526	37
4527	17
4528	66
4529	11
4530	26
4531	52
4532	56
4533	56
4534	37
4535	60
4536	56
4537	47
4538	26
4539	38
4540	18
4541	56
4542	37
4543	55
4544	25
